,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,0,1,2,3,4,sentence
71,71,71,71,71,82,she is a civilian and a highly capable professional thief.,164,SWANBECK'S VOICE,9,she is a civilian and a highly capable professional thief.
72,72,72,72,72,83,you have 48 hours to recruit miss nordoffhall...,166,SWANBECK'S VOICE (cont'd),9,you have 48 hours to recruit miss nordoffhall...
73,73,73,73,73,84,and meet me in seville to receive your assignment.,167,SWANBECK'S VOICE (cont'd),9,and meet me in seville to receive your assignment.
74,74,74,74,74,85,"as always, should you or any member of your imf team be caught or killed,",167,SWANBECK'S VOICE (cont'd),9,"as always, should you or any member of your imf team be caught or killed,"
75,75,75,75,75,86,the secretary will disavow all knowledge of your actions.,167,SWANBECK'S VOICE (cont'd),9,the secretary will disavow all knowledge of your actions.
76,76,76,76,76,87,"and, mr. hunt, the next time you go on holiday,",167,SWANBECK'S VOICE (cont'd),9,"and, mr. hunt, the next time you go on holiday,"
77,77,77,77,77,88,please be good enough to let us know where you're going.,167,SWANBECK'S VOICE (cont'd),9,please be good enough to let us know where you're going.
78,78,78,78,78,89,this message will selfdestruct in five seconds.,168,SWANBECK'S VOICE (cont'd),9,this message will selfdestruct in five seconds.
79,79,79,79,79,90,if i let you know where i'm going...,169,ETHAN,9,if i let you know where i'm going...
80,80,80,80,80,91,then i won't be on holiday.,169,ETHAN (cont'd),9,then i won't be on holiday.
81,81,81,81,81,92,i see you found it.,270,ETHAN,11,i see you found it.
82,82,82,82,82,93,what are you doing here,272,NYAH,11,what are you doing here
83,83,83,83,83,94,think you're the only one who can pick a lock,273,ETHAN,11,think you're the only one who can pick a lock
84,84,84,84,84,95,huh.,274,NYAH,11,huh.
85,85,85,85,85,96,you're not just a pretty face after all.,274,NYAH,13,you're not just a pretty face after all.
86,86,86,86,86,97,do you mind if i'm on top,278,NYAH (cont'd),13,do you mind if i'm on top
87,87,87,87,87,98,no.,278,ETHAN,13,no.
88,88,88,88,88,99,either way works for me.,278,ETHAN,13,either way works for me.
89,89,89,89,89,100, you'll never find it there.,287,ETHAN'S VOICE,13, you'll never find it there.
90,90,90,90,90,101, damn it,287,NYAH,13, damn it
91,91,91,91,91,102,find what,288,NYAH,13,find what
92,92,92,92,92,103,his ex's bulgari necklace that goes up for auction on tuesday.,288,ETHAN,13,his ex's bulgari necklace that goes up for auction on tuesday.
93,93,93,93,93,104,and are you gonna tell me where it is,289,NYAH,13,and are you gonna tell me where it is
94,94,94,94,94,105,far left.,291,ETHAN,13,far left.
95,95,95,95,95,106,this is very disconcerting.,296,NYAH,13,this is very disconcerting.
96,96,96,96,96,107,"hey, you put me here.",297,ETHAN,13,"hey, you put me here."
97,97,97,97,97,108,i just do as i'm told.,297,ETHAN,13,i just do as i'm told.
98,98,98,98,98,109,right.,299,NYAH,13,right.
99,99,99,99,99,110,hmm,307,NYAH (cont'd),13,hmm
100,100,100,100,100,111,"now, who are you, and what's it gonna cost me",310,NYAH (cont'd),13,"now, who are you, and what's it gonna cost me"
101,101,101,101,101,112, i wouldn't do that.,312,ETHAN,13, i wouldn't do that.
102,102,102,102,102,113, what,312,NYAH,13, what
103,103,103,103,103,114,that.,315,ETHAN,13,that.
104,104,104,104,104,115,"no, no, no.",324,NYAH,13,"no, no, no."
105,105,105,105,105,116,tranquilo.,324,ETHAN,13,tranquilo.
106,106,106,106,106,117,tranquilo.,324,ETHAN,13,tranquilo.
107,107,107,107,107,118,"mr. keys, it is you.",326,SENOR DE L'ARENA,13,"mr. keys, it is you."
108,108,108,108,108,119,"it is mr. keys, our security engineer.",328,SENOR DE L'ARENA,13,"it is mr. keys, our security engineer."
109,109,109,109,109,120,apologize,328,SENOR DE L'ARENA,13,apologize
110,110,110,110,110,121,"no, no.",329,ETHAN,13,"no, no."
111,111,111,111,111,122,no need to apologize.,329,ETHAN,13,no need to apologize.
112,112,112,112,112,123,"now, miss hall, my associate has your necklace in a very safe place.",329,ETHAN,13,"now, miss hall, my associate has your necklace in a very safe place."
113,113,113,113,113,124,but obviously we do feel the alarm should have gone off a little sooner.,329,ETHAN,13,but obviously we do feel the alarm should have gone off a little sooner.
114,114,114,114,114,125," isn't that right, miss hall",331,ETHAN,13," isn't that right, miss hall"
115,115,115,115,115,126, hmm,331,NYAH,13, hmm
116,116,116,116,116,127,"oh, absolutely.",331,NYAH,13,"oh, absolutely."
117,117,117,117,117,128,"much, much too long, i'd say.",331,NYAH,13,"much, much too long, i'd say."
118,118,118,118,118,129,"under the circumstances, i think we'd recommend...",332,ETHAN,13,"under the circumstances, i think we'd recommend..."
119,119,119,119,119,130,resetting the sensors to respond to a lighter load.,332,ETHAN,13,resetting the sensors to respond to a lighter load.
120,120,120,120,120,131,"how do you feel about 40 kilos, miss hall",334,ETHAN,13,"how do you feel about 40 kilos, miss hall"
121,121,121,121,121,132,perfect.,335,NYAH,13,perfect.
122,122,122,122,122,133,shall we,335,ETHAN,13,shall we
123,123,123,123,123,134, miss hall.,338,ETHAN (cont'd),13, miss hall.
124,124,124,124,124,135, hmm,338,NYAH,13, hmm
125,125,125,125,125,136,haven't you forgotten something,338,ETHAN (cont'd),13,haven't you forgotten something
126,126,126,126,126,137,"what are you trying to do, seorita",341,SENOR DE L'ARENA,13,"what are you trying to do, seorita"
127,127,127,127,127,138,rob me,341,SENOR DE L'ARENA,13,rob me
128,128,128,128,128,139,the thought had crossed my mind.,342,NYAH,13,the thought had crossed my mind.
129,129,129,129,129,140,"i'm missing something here, aside from my halfmillionpound necklace.",343,NYAH,14,"i'm missing something here, aside from my halfmillionpound necklace."
130,130,130,130,130,141,"even after i screwed up the job,",343,NYAH,14,"even after i screwed up the job,"
131,131,131,131,131,142,i could've walked out of there with the bloody thing.,343,NYAH,14,i could've walked out of there with the bloody thing.
132,132,132,132,132,143,at least you walked.,344,ETHAN,14,at least you walked.
133,133,133,133,133,144,why did you watch me go through it all,344,NYAH,14,why did you watch me go through it all
134,134,134,134,134,145,i wanted to see how good you were.,345,ETHAN,14,i wanted to see how good you were.
135,135,135,135,135,146,i was hoping we might work together.,345,ETHAN,14,i was hoping we might work together.
136,136,136,136,136,147,sounds terrific.,347,NYAH,14,sounds terrific.
137,137,137,137,137,148,muchacho.,347,NYAH,14,muchacho.
138,138,138,138,138,149,now be serious.,349,NYAH,14,now be serious.
139,139,139,139,139,150,"whatever you're talking about,",349,NYAH,14,"whatever you're talking about,"
140,140,140,140,140,151,you couldn't possibly want me after tonight's performance.,349,NYAH,14,you couldn't possibly want me after tonight's performance.
141,141,141,141,141,152, you didn't do that badly.,351,ETHAN,14, you didn't do that badly.
142,142,142,142,142,153, you apologizing for me,351,NYAH,14, you apologizing for me
143,143,143,143,143,154,quite the gentleman.,352,NYAH,14,quite the gentleman.
144,144,144,144,144,155,gracias.,352,NYAH,14,gracias.
145,145,145,145,145,156,not really.,354,ETHAN,14,not really.
146,146,146,146,146,157,i triggered the alarm.,354,ETHAN,14,i triggered the alarm.
147,147,147,147,147,158,sorry.,355,ETHAN,14,sorry.
148,148,148,148,148,159,"i don't do laundry, cook, or put up with cheeky bastards",357,NYAH,14,"i don't do laundry, cook, or put up with cheeky bastards"
149,149,149,149,149,160,who set me up on their territory so they can poach on mine.,357,NYAH,14,who set me up on their territory so they can poach on mine.
150,150,150,150,150,161,hola.,364,NYAH,14,hola.
151,151,151,151,151,162,hi.,364,ETHAN,14,hi.
152,152,152,152,152,163,would you mind slowing down,364,ETHAN,14,would you mind slowing down
153,153,153,153,153,164,where did you get this number,364,NYAH,14,where did you get this number
154,154,154,154,154,165,i don't even have it.,364,NYAH,14,i don't even have it.
155,155,155,155,155,166,would you like it,367,ETHAN' VOICE,14,would you like it
156,156,156,156,156,167,"pull over and listen to me, will you",376,ETHAN,14,"pull over and listen to me, will you"
157,157,157,157,157,168,just listen.,376,ETHAN,14,just listen.
158,158,158,158,158,169, listen to what,378,NYAH,14, listen to what
159,159,159,159,159,170, i need your help.,378,ETHAN,14, i need your help.
160,160,160,160,160,171, and i think you could use mine.,380,ETHAN,14, and i think you could use mine.
161,161,161,161,161,172, your help,380,NYAH,14, your help
162,162,162,162,162,173, what are you talking about,381,NYAH,14, what are you talking about
163,163,163,163,163,174," i'm talking about scotland yard,",381,NYAH,14," i'm talking about scotland yard,"
164,164,164,164,164,175,"interpol, every dutch authority.",382,ETHAN,14,"interpol, every dutch authority."
165,165,165,165,165,176, i can make them all go away.,386,ETHAN,14, i can make them all go away.
166,166,166,166,166,177," oh, bloody hell.",386,NYAH,14," oh, bloody hell."
167,167,167,167,167,178,you're a spy,389,NYAH,14,you're a spy
168,168,168,168,168,179,"well, if you want me,",389,NYAH,14,"well, if you want me,"
169,169,169,169,169,180,you've gotta catch me,390,NYAH,14,you've gotta catch me
170,170,170,170,170,181,whoa,393,ETHAN,14,whoa
171,171,171,171,171,182,you having fun,407,ETHAN,14,you having fun
172,172,172,172,172,183,sorry.,420,ETHAN,14,sorry.
173,173,173,173,173,184,idiota.,426,DRIVER,14,idiota.
174,174,174,174,174,185,sorry.,426,ETHAN,14,sorry.
175,175,175,175,175,186,watch the road.,429,ETHAN,14,watch the road.
176,176,176,176,176,187,watch the road.,429,ETHAN,14,watch the road.
177,177,177,177,177,188,what's your name,470,NYAH,14,what's your name
178,178,178,178,178,189,ethan hunt.,470,ETHAN,14,ethan hunt.
179,179,179,179,179,190,"well, ethan hunt,",471,ETHAN,14,"well, ethan hunt,"
180,180,180,180,180,191,what is it you want to talk to me about,471,NYAH,14,what is it you want to talk to me about
181,181,181,181,181,192,a lot more than i thought.,473,ETHAN,14,a lot more than i thought.
182,182,182,182,182,193,awfully short notice.,474,NYAH,14,awfully short notice.
183,183,183,183,183,194,care to wait a decent interval,475,ETHAN,14,care to wait a decent interval
184,184,184,184,184,195,who wants to be decent,476,NYAH,14,who wants to be decent
185,185,185,185,185,196,so what have you got against spies,484,ETHAN,15,so what have you got against spies
186,186,186,186,186,197,when they've got your recruiting technique,485,NYAH,15,when they've got your recruiting technique
187,187,187,187,187,198,this wasn't exactly by the book.,486,ETHAN,15,this wasn't exactly by the book.
188,188,188,188,188,199,they've got a book for this,487,ETHAN,15,they've got a book for this
189,189,189,189,189,200,"oh, they've got a book for everything.",488,ETHAN,15,"oh, they've got a book for everything."
190,190,190,190,190,201,"so, this thing these blokes pinched",489,NYAH,15,"so, this thing these blokes pinched"
191,191,191,191,191,202,i don't know that they pinched it.,490,NYAH (cont'd),15,i don't know that they pinched it.
192,192,192,192,192,203,i don't even know that they're blokes.,490,ETHAN,15,i don't even know that they're blokes.
193,193,193,193,193,204,what am i doing here,492,NYAH,15,what am i doing here
194,194,194,194,194,205,and i thought i'm supposed to be...,492,NYAH,15,and i thought i'm supposed to be...
195,195,195,195,195,206,some kind of thief to catch a thief.,492,NYAH,15,some kind of thief to catch a thief.
196,196,196,196,196,207,so do i... sort of.,493,ETHAN,15,so do i... sort of.
197,197,197,197,197,208,"damn, you're beautiful.",497,ETHAN,15,"damn, you're beautiful."
198,198,198,198,198,209,espresso,513,SWANBECK,17,espresso
199,199,199,199,199,210,cappuccino,513,SWANBECK,17,cappuccino
200,200,200,200,200,211," no, thanks.",514,ETHAN,17," no, thanks."
201,201,201,201,201,212, sit down.,514,ETHAN,17, sit down.
202,202,202,202,202,213,sit down.,514,SWANBECK,17,sit down.
203,203,203,203,203,214,festival's a pain in the ass.,516,SWANBECK,17,festival's a pain in the ass.
204,204,204,204,204,215,honoring their saints by setting them on fire.,517,SWANBECK,17,honoring their saints by setting them on fire.
205,205,205,205,205,216,"lets you know what they think of saints, doesn't it",519,SWANBECK (cont'd),17,"lets you know what they think of saints, doesn't it"
206,206,206,206,206,217,damn near set me on fire on my way over here.,521,SWANBECK (cont'd),17,damn near set me on fire on my way over here.
207,207,207,207,207,218,sorry i barged in on your vacation.,521,SWANBECK (cont'd),17,sorry i barged in on your vacation.
208,208,208,208,208,219,i'm sorry i didn't let you know where i was.,522,ETHAN,17,i'm sorry i didn't let you know where i was.
209,209,209,209,209,220,don't be.,523,SWANBECK,17,don't be.
210,210,210,210,210,221,it wouldn't be a vacation if you did.,523,SWANBECK,17,it wouldn't be a vacation if you did.
211,211,211,211,211,222,"you're sorry, and i'm sorry.",524,ETHAN,17,"you're sorry, and i'm sorry."
212,212,212,212,212,223,why did you phrase it like that,525,SWANBECK,17,why did you phrase it like that
213,213,213,213,213,224, like what,526,ETHAN,17, like what
214,214,214,214,214,225, ''you're sorry i'm sorry.'',526,SWANBECK,17, ''you're sorry i'm sorry.''
215,215,215,215,215,226,you've gotta be kidding.,527,ETHAN,17,you've gotta be kidding.
216,216,216,216,216,227,"well, dmitri, once again i need your help.",531,NEKHORVICH,17,"well, dmitri, once again i need your help."
217,217,217,217,217,228,"just as in the old days, huh",532,NEKHORVICH,17,"just as in the old days, huh"
218,218,218,218,218,229,"when you saved our lives, saved our very sanity.",532,NEKHORVICH,17,"when you saved our lives, saved our very sanity."
219,219,219,219,219,230,dmitri...,534,NEKHORVICH,17,dmitri...
220,220,220,220,220,231,we have this little problem.,534,NEKHORVICH,17,we have this little problem.
221,221,221,221,221,232,every search for a hero...,534,NEKHORVICH,17,every search for a hero...
222,222,222,222,222,233,must begin with something that every hero requires,534,NEKHORVICH,17,must begin with something that every hero requires
223,223,223,223,223,234,a villain.,535,NEKHORVICH,17,a villain.
224,224,224,224,224,235,"therefore, in the search for our hero, bellerophon,",535,NEKHORVICH,17,"therefore, in the search for our hero, bellerophon,"
225,225,225,225,225,236,"we created a monster, chimera.",535,NEKHORVICH,17,"we created a monster, chimera."
226,226,226,226,226,237,"i beg you, dmitri,",536,NEKHORVICH,17,"i beg you, dmitri,"
227,227,227,227,227,238,come to sydney and accompany me to atlanta immediately.,536,NEKHORVICH,17,come to sydney and accompany me to atlanta immediately.
228,228,228,228,228,239,"however we travel, i must arrive at my destination...",537,NEKHORVICH,17,"however we travel, i must arrive at my destination..."
229,229,229,229,229,240,within 20 hours of departure.,538,NEKHORVICH,17,within 20 hours of departure.
230,230,230,230,230,241,i fear i can entrust this to no one but you.,539,NEKHORVICH,17,i fear i can entrust this to no one but you.
231,231,231,231,231,242,"dmitri, as we say, i'm sorry and you're sorry.",540,NEKHORVICH,17,"dmitri, as we say, i'm sorry and you're sorry."
232,232,232,232,232,243,do you have any idea what the hell he's talking about,541,SWANBECK,17,do you have any idea what the hell he's talking about
233,233,233,233,233,244, an idea,542,ETHAN,17, an idea
234,234,234,234,234,245,yeah.,542,ETHAN,17,yeah.
235,235,235,235,235,246, like,542,SWANBECK,17, like
236,236,236,236,236,247,like it's a good idea to pick him up in a hurry...,543,ETHAN,17,like it's a good idea to pick him up in a hurry...
237,237,237,237,237,248,and a bad idea to fly him on a commercial carrier.,544,ETHAN,17,and a bad idea to fly him on a commercial carrier.
238,238,238,238,238,249,is he still in sydney,545,ETHAN,17,is he still in sydney
239,239,239,239,239,250,dr. vladimir nekhovich is dead.,545,SWANBECK,17,dr. vladimir nekhovich is dead.
240,240,240,240,240,251,"so is his colleague gradski, but that happened earlier.",546,SWANBECK,17,"so is his colleague gradski, but that happened earlier."
241,241,241,241,241,252,we had nekhovich on a flight from sydney that crashed in the rockies.,547,SWANBECK,17,we had nekhovich on a flight from sydney that crashed in the rockies.
242,242,242,242,242,253, dead,549,ETHAN,17, dead
243,243,243,243,243,254, are you listening to me,549,SWANBECK (cont'd),17, are you listening to me
244,244,244,244,244,255,"if he didn't want to go anywhere without me,",550,ETHAN,17,"if he didn't want to go anywhere without me,"
245,245,245,245,245,256,how did you get him on that flight,550,ETHAN,17,how did you get him on that flight
246,246,246,246,246,257,"oh, you were there.",551,SWANBECK,17,"oh, you were there."
247,247,247,247,247,258,"when i couldn't find you, i had to replace you.",552,SWANBECK,17,"when i couldn't find you, i had to replace you."
248,248,248,248,248,259,sean ambrose was the obvious choice.,553,SWANBECK,17,sean ambrose was the obvious choice.
249,249,249,249,249,260,"now, he doubled you, what, two or three times",554,SWANBECK,17,"now, he doubled you, what, two or three times"
250,250,250,250,250,261, twice.,555,ETHAN,17, twice.
251,251,251,251,251,262, what did you think of him,555,SWANBECK,17, what did you think of him
252,252,252,252,252,263,we had our reservations about each other.,557,ETHAN,17,we had our reservations about each other.
253,253,253,253,253,264,isn't it a little late to be asking me that,558,ETHAN,17,isn't it a little late to be asking me that
254,254,254,254,254,265,"no, not necessarily.",560,SWANBECK,17,"no, not necessarily."
255,255,255,255,255,266,airline records...,560,SWANBECK,17,airline records...
256,256,256,256,256,267,list a captain harold macintosh as the pilot of flight 2207.,560,SWANBECK,17,list a captain harold macintosh as the pilot of flight 2207.
257,257,257,257,257,268,"as far as the media and all government agencies are concerned,",561,SWANBECK,17,"as far as the media and all government agencies are concerned,"
258,258,258,258,258,269,captain macintosh died on the flight.,561,SWANBECK,17,captain macintosh died on the flight.
259,259,259,259,259,270,"but, in fact, he missed it.",562,SWANBECK,17,"but, in fact, he missed it."
260,260,260,260,260,271,"he did, however, make the next flight...",564,SWANBECK,17,"he did, however, make the next flight..."
261,261,261,261,261,272,in cargo.,565,SWANBECK,17,in cargo.
262,262,262,262,262,273,"stuffed into a rather small suitcase, considering his size.",565,SWANBECK,17,"stuffed into a rather small suitcase, considering his size."
263,263,263,263,263,274,"now, someone on that flight planned an operation...",566,SWANBECK (cont'd),17,"now, someone on that flight planned an operation..."
264,264,264,264,264,275,designed to bring the plane down and make it look like an accident.,568,SWANBECK (cont'd),17,designed to bring the plane down and make it look like an accident.
265,265,265,265,265,276,someone skillful enough to bring the whole thing off without a hitch.,568,SWANBECK (cont'd),17,someone skillful enough to bring the whole thing off without a hitch.
266,266,266,266,266,277,so there's one thing we know that ambrose doesn't.,572,ETHAN,17,so there's one thing we know that ambrose doesn't.
267,267,267,267,267,278,you do think it was ambrose,574,SWANBECK,17,you do think it was ambrose
268,268,268,268,268,279,you're not surprised,574,SWANBECK (cont'd),17,you're not surprised
269,269,269,269,269,280,sean feels he hasn't done the job unless he leaves a lot of hats on the ground.,574,ETHAN,17,sean feels he hasn't done the job unless he leaves a lot of hats on the ground.
270,270,270,270,270,281,the question is why,575,SWANBECK,17,the question is why
271,271,271,271,271,282,"what was this, uh, chimera, nekhovich was carrying",575,SWANBECK,17,"what was this, uh, chimera, nekhovich was carrying"
272,272,272,272,272,283,only ambrose knows that.,575,ETHAN,17,only ambrose knows that.
273,273,273,273,273,284,"in any case, you must recover this whatever chimera, and bring it to us.",577,SWANBECK,17,"in any case, you must recover this whatever chimera, and bring it to us."
274,274,274,274,274,285,"in order to do that, i have to figure out how he plans to make money with it.",578,ETHAN,17,"in order to do that, i have to figure out how he plans to make money with it."
275,275,275,275,275,286,that is where miss hall comes in.,579,SWANBECK,17,that is where miss hall comes in.
276,276,276,276,276,287,excuse me,583,ETHAN,17,excuse me
277,277,277,277,277,288,miss hall and ambrose had a relationship...,583,SWANBECK,17,miss hall and ambrose had a relationship...
278,278,278,278,278,289,which he took very seriously.,583,SWANBECK,17,which he took very seriously.
279,279,279,279,279,290,"she walked away, and he's been wanting her back ever since.",583,SWANBECK,17,"she walked away, and he's been wanting her back ever since."
280,280,280,280,280,291,we believe she's our surest and quickest way of locating him.,583,SWANBECK,17,we believe she's our surest and quickest way of locating him.
281,281,281,281,281,292,and then what,584,ETHAN,17,and then what
282,282,282,282,282,293,"well, make sure she continues to see him,",585,SWANBECK,17,"well, make sure she continues to see him,"
283,283,283,283,283,294,"gets him to confide in her, and report to you.",585,SWANBECK,17,"gets him to confide in her, and report to you."
284,284,284,284,284,295,you made it sound as if i was recruiting her for her skills as a thief.,589,ETHAN,17,you made it sound as if i was recruiting her for her skills as a thief.
285,285,285,285,285,296,"well, then i misled you, or you made the wrong assumption.",590,SWANBECK,17,"well, then i misled you, or you made the wrong assumption."
286,286,286,286,286,297,"either way, we're asking her to resume a prior relationship,",590,SWANBECK,17,"either way, we're asking her to resume a prior relationship,"
287,287,287,287,287,298,not do anything she hasn't already done.,590,SWANBECK,17,not do anything she hasn't already done.
288,288,288,288,288,299,"voluntarily, i might add.",591,SWANBECK,17,"voluntarily, i might add."
289,289,289,289,289,300,"no, she's got no training for this kind of thing.",591,ETHAN,17,"no, she's got no training for this kind of thing."
290,290,290,290,290,301,"what, to go to bed with a man and lie to him",592,SWANBECK,17,"what, to go to bed with a man and lie to him"
291,291,291,291,291,302,she's a woman.,592,SWANBECK,17,she's a woman.
292,292,292,292,292,303,she's got all the training she needs.,593,SWANBECK,17,she's got all the training she needs.
293,293,293,293,293,304,i don't think i can get her to do it.,595,ETHAN,17,i don't think i can get her to do it.
294,294,294,294,294,305, you mean it'll be difficult.,597,SWANBECK,17, you mean it'll be difficult.
295,295,295,295,295,306, very.,597,ETHAN,17, very.
296,296,296,296,296,307,"well, this is not mission difficult, mr. hunt, it's mission impossible.",598,SWANBECK,17,"well, this is not mission difficult, mr. hunt, it's mission impossible."
297,297,297,297,297,308,difficult should be a walk in the park for you.,598,SWANBECK,17,difficult should be a walk in the park for you.
298,298,298,298,298,309,i'm open to suggestion.,599,SWANBECK,17,i'm open to suggestion.
299,299,299,299,299,310,"if you can think of a quicker way, you're welcome to try.",600,SWANBECK,17,"if you can think of a quicker way, you're welcome to try."
300,300,300,300,300,311,you might take a look at these...,601,SWANBECK,17,you might take a look at these...
